source,nation,title
https://fairytalez.com/gawigawen-of-adasen/,philippine,Gawigawen of Adasen
https://fairytalez.com/the-farmer-his-wife-and-the-open-door/,pakistani,"The Farmer, His Wife and the Open Door"
https://fairytalez.com/king-lindworm/,swedish,King Lindworm
https://fairytalez.com/the-king-of-the-golden-mountain/,german,The King of the Golden Mountain
https://fairytalez.com/the-stones-of-five-colors-and-the-empress-jokwa/,japanese,The Stones of Five Colors and the Empress Jokwa
https://fairytalez.com/what-came-of-picking-flowers/,portuguese,What Came of Picking Flowers
https://fairytalez.com/the-abode-of-the-gods-3-the-twelve-months/,slavic,The Abode of the Gods - 3. The Twelve Months
https://fairytalez.com/the-lamp/,greek,The Lamp
https://fairytalez.com/the-magic-mirror-2/,zimbabwe,The Magic Mirror
https://fairytalez.com/the-spider-and-the-fly/,philippine,The Spider and the Fly
https://fairytalez.com/monkey-leopard/,french,The Monkey and the Leopard
https://fairytalez.com/little-rolling-pea/,russian,Little Rolling-Pea
https://fairytalez.com/gerd/,nordic,Gerd
https://fairytalez.com/tale-of-a-tortoise-and-of-a-mischievous-monkey/,brazilian,The-Tale of a Tortoise and of a Mischievous Monkey
https://fairytalez.com/raja-rasalu/,indian,Raja Rasalu
https://fairytalez.com/connla-fairy-maiden/,celtic,Connla and the Fairy Maiden
https://fairytalez.com/the-straw-the-coal-and-the-bean/,german,"The Straw, The Coal, and the Bean"
https://fairytalez.com/cinder-maid-joseph-jacobs-version-cinderella/,english,Cinder-Maid (Joseph Jacobs' Version of Cinderella)
https://fairytalez.com/hercules-and-plutus/,greek,Hercules and Plutus
https://fairytalez.com/the-cock-and-the-fox/,greek,The Cock and the Fox
https://fairytalez.com/the-fairy-frog/,jewish,The Fairy Frog
https://fairytalez.com/the-devils-hide-the-story-of-the-boy-who-wouldnt-lose-his-temper/,finnish,The Devil's Hide: The Story of the Boy Who Wouldn’t Lose His Temper
https://fairytalez.com/bimbo-snips-thumb-stuck-nose-wind-changed/,north_american_native,How Bimbo the Snip’s Thumb Stuck to His Nose When the Wind Changed
https://fairytalez.com/the-passing-of-loku/,philippine,The Passing of Loku
https://fairytalez.com/spring-in-the-forest/,russian,Spring in the Forest
https://fairytalez.com/the-little-maid-who-was-wise/,portuguese,The Little Maid Who Was Wise
https://fairytalez.com/lion-mouse-fox/,greek,"The Lion, the Mouse and the Fox"
https://fairytalez.com/the-youngest-of-the-three/,armenian,The Youngest of the Three
https://fairytalez.com/the-glass-mountain/,polish,The Glass Mountain
https://fairytalez.com/poverty-and-humility-lead-to-heaven/,german,Poverty and Humility Lead to Heaven
https://fairytalez.com/concerning-the-fate-of-essido-and-his-evil-companions/,nigerian,Concerning the Fate of Essido and his Evil Companions
https://fairytalez.com/godfather-death/,german,Godfather Death
https://fairytalez.com/hare-partridge/,french,The Hare and the Partridge
https://fairytalez.com/moodus-noises/,north_american_native,Moodus Noises
https://fairytalez.com/the-little-good-mouse/,french,The Little Good Mouse
https://fairytalez.com/the-specter-in-fjelkinge/,swedish,The Specter in Fjelkinge
https://fairytalez.com/the-she-bear/,italian,The She-Bear
https://fairytalez.com/the-beam/,german,The Beam
https://fairytalez.com/the-valiant-little-tailor/,german,The Valiant Little Tailor
https://fairytalez.com/the-revenge-of-josiah-breeze/,north_american_native,The Revenge of Josiah Breeze
https://fairytalez.com/the-cleverness-of-mortals/,irish,The Cleverness of Mortals
https://fairytalez.com/the-white-squash/,philippine,The White Squash
https://fairytalez.com/the-clever-peasant/,italian,The Clever Peasant
https://fairytalez.com/origin-of-a-name/,north_american_native,Origin of a Name
https://fairytalez.com/joker-fishes/,french,The Joker and the Fishes
https://fairytalez.com/the-fox-and-the-crow/,greek,The Fox and the Crow
https://fairytalez.com/milutin/,croatian,Milutin
https://fairytalez.com/tom-hickathrift/,english,Tom Hickathrift
https://fairytalez.com/the-crystal-coffin/,german,The Crystal Coffin
https://fairytalez.com/eagle-magpie/,french,The Eagle and the Magpie
https://fairytalez.com/the-two-almsor-the-thanksgiving-gift/,french,"The Two Alms, or the Thanksgiving Gift"
https://fairytalez.com/the-elephant-and-the-tortoise-or-why-the-worms-are-blind-and-why-the-elephant-has-small-eyes/,nigerian,"The Elephant and the Tortoise; or, Why the Worms are Blind and Why the Elephant has Small Eyes"
https://fairytalez.com/the-fisher-and-the-little-fish/,greek,The Fisher and the Little Fish
https://fairytalez.com/the-boy-who-became-a-stone/,philippine,The Boy Who Became a Stone
https://fairytalez.com/sweet-pea-and-sweet-william/,english,Sweet Pea and Sweet William
https://fairytalez.com/little-white-cat/,irish,The Little White Cat
https://fairytalez.com/three-evils/,chinese,The Three Evils
https://fairytalez.com/the-serpent-prince/,italian,The Serpent Prince
https://fairytalez.com/peter-rugg-the-missing-man/,north_american_native,"Peter Rugg, the Missing Man"
https://fairytalez.com/in-a-thousand-years/,danish,In a Thousand Years
https://fairytalez.com/the-broad-man-the-tall-man-and-the-man-with-eyes-of-flame/,slavic,"The Broad Man, the Tall Man, and the Man with Eyes of Flame"
https://fairytalez.com/baba-yaga/,russian,Baba Yaga
https://fairytalez.com/the-fairy-bonze/,chinese,The Fairy Bonze
https://fairytalez.com/curly-tailed-lion/,dutch,The Curly-Tailed Lion
https://fairytalez.com/the-close-alliance-a-tale-of-woe/,indian,The Close Alliance: A Tale of Woe
https://fairytalez.com/the-widow-ho/,chinese,The Widow Ho
https://fairytalez.com/catalina-of-dumaguete/,philippine,Catalina of Dumaguete
https://fairytalez.com/princess-bluegreen-of-the-seven-cities/,portuguese,Princess Bluegreen of the Seven Cities
https://fairytalez.com/the-bride-of-the-fountain/,armenian,The Bride of the Fountain
https://fairytalez.com/mercury-and-the-tradesman/,greek,Mercury and the Tradesman
https://fairytalez.com/hercules-and-minerva/,greek,Hercules and Minerva
https://fairytalez.com/the-conquest-of-fate/,indian,The Conquest of Fate
https://fairytalez.com/little-lasse/,finnish,Little Lasse
https://fairytalez.com/the-man-the-boy-and-the-donkey/,greek,"The Man, the Boy and the Donkey"
https://fairytalez.com/the-horse-and-the-olive/,greek,The Horse and the Olive
https://fairytalez.com/the-dog-whose-ears-were-cropped/,french,The Dog Whose Ears Were Cropped
https://fairytalez.com/the-true-history-of-little-golden-hood/,french,The True History of Little Golden Hood
https://fairytalez.com/tobacco-fairy-blue-hills/,north_american_native,The Tobacco Fairy from The Blue Hills
https://fairytalez.com/the-blackamoor/,greek,The Blackamoor
https://fairytalez.com/the-stone-in-the-cocks-head/,italian,The Stone in the Cock's Head
https://fairytalez.com/battle-frost-whirlwind/,north_american_native,A Battle Between Frost and Whirlwind
https://fairytalez.com/the-shifty-lad/,scottish,The Shifty Lad
https://fairytalez.com/king-wanted-beautiful-wife/,italian,The King Who Wanted a Beautiful Wife
https://fairytalez.com/hudden-dudden-donald-oneary/,celtic,Hudden and Dudden and Donald O'Neary
https://fairytalez.com/king-mu-dschou/,chinese,King Mu of Dschou
https://fairytalez.com/transformation-into-a-nightingale-and-a-cuckoo%ef%bf%bc/,ukrainian,Transformation into a Nightingale and a Cuckoo￼
https://fairytalez.com/the-water-babe/,jewish,The Water-Babe
https://fairytalez.com/moodua-creek/,north_american_native,Moodua Creek
https://fairytalez.com/lion-wolf-fox/,french,"The Lion, the Wolf and the Fox"
https://fairytalez.com/tale-snow-steeple/,german,The Tale of the Snow and the Steeple
https://fairytalez.com/king-kojata/,russian,King Kojata
https://fairytalez.com/three-heroes-came-deaths-two-peaches/,chinese,How Three Heroes Came By Their Deaths Because of Two Peaches
https://fairytalez.com/the-ape-sun-wu-kung/,chinese,The Ape Sun Wu Kung
https://fairytalez.com/the-underground-workers/,estonian,The Underground Workers
https://fairytalez.com/edward-randolphs-portrait/,north_american_native,Edward Randolph's Portrait
https://fairytalez.com/the-coyote-and-the-fox/,north_american_native,The Coyote and the Fox
https://fairytalez.com/lion-monkey/,french,The Lion and the Monkey
https://fairytalez.com/the-just-man/,italian,The Just Man
https://fairytalez.com/the-six-servants/,german,The Six Servants
https://fairytalez.com/man-and-the-alan/,philippine,Man and the Alan
https://fairytalez.com/the-stone-cutter/,japanese,The Stone-Cutter
https://fairytalez.com/jesper-who-herded-the-hares/,scandinavian,Jesper Who Herded the Hares
https://fairytalez.com/creation-heaven-earth/,japanese,The Creation of Heaven and the Earth
https://fairytalez.com/the-judgment-of-shemyaka/,russian,The Judgment of Shemyaka
https://fairytalez.com/the-tattooed-men/,philippine,The Tattooed Men
https://fairytalez.com/the-sad-story-of-the-yaoyas-daughter/,japanese,The Sad Story of the Yaoya's Daughter
https://fairytalez.com/miss-britons-poker/,north_american_native,Miss Briton's Poker
https://fairytalez.com/the-tale-of-tsar-saltan-of-his-son-the-renowned-and-mighty-bogatyr-prince-gvidon-saltanovich-and-of-the-beautiful-princess-swan/,russian,"The Tale of Tsar Saltan, of His Son the Renowned and Mighty Bogatyr Prince Gvidon Saltanovich, and of the Beautiful Princess-Swan"
https://fairytalez.com/the-one-eyed-doe/,greek,The One-Eyed Doe
https://fairytalez.com/the-straw-ox/,ukrainian,The Straw Ox
https://fairytalez.com/geha-aids-deserted-boy/,north_american_native,Géha Aids A Deserted Boy
https://fairytalez.com/cat-fox/,french,The Cat and the Fox
https://fairytalez.com/the-sky-bridge-of-birds/,korean,The Sky Bridge of Birds
https://fairytalez.com/the-shrieking-woman/,north_american_native,The Shrieking Woman
https://fairytalez.com/old-man-and-his-conscience/,north_american_native,Old-Man and His Conscience
https://fairytalez.com/man-image/,french,The Man and His Image
https://fairytalez.com/lion-gnat/,french,The Lion and the Gnat
https://fairytalez.com/the-two-bags/,greek,The Two Bags
https://fairytalez.com/how-the-jackal-got-his-stripe/,south_african,How the Jackal Got His Stripe
https://fairytalez.com/the-wild-man/,greek,The Wild Man
https://fairytalez.com/how-children-become-monkeys/,philippine,How Children Become Monkeys
https://fairytalez.com/the-tavistock-witch/,english,The Tavistock Witch
https://fairytalez.com/the-fox-and-the-turkey/,north_american_native,The Fox and the Turkey
https://fairytalez.com/the-goat-and-the-goatherd/,greek,The Goat and the Goatherd
https://fairytalez.com/the-whirlwind/,polish,The Whirlwind
https://fairytalez.com/disobedient-rooster-story-another-little-hen/,czechoslovak,The Disobedient Rooster: The Story of Another Little Hen
https://fairytalez.com/the-fox-and-the-lapp/,sami,The Fox and the Lapp
https://fairytalez.com/bearskin/,german,Bearskin
https://fairytalez.com/the-queen-bee/,german,The Queen Bee
https://fairytalez.com/the-man-the-serpent-and-the-fox/,italian,"The Man, the Serpent and the Fox"
https://fairytalez.com/the-golden-mountain/,russian,The Golden Mountain
https://fairytalez.com/the-laborer-and-his-master/,portuguese,The Laborer and His Master
https://fairytalez.com/ghost-foiled/,chinese,The Ghost Who Was Foiled
https://fairytalez.com/jonek/,polish,Jonek
https://fairytalez.com/the-rose-beauty/,turkish,The Rose-Beauty
https://fairytalez.com/constable/,chinese,The Constable
https://fairytalez.com/the-prince-and-the-three-fates/,,The Prince and the Three Fates
https://fairytalez.com/the-true-sweethearts/,german,The True Sweethearts
https://fairytalez.com/the-division-of-the-saranacs/,north_american_native,The Division of the Saranacs
https://fairytalez.com/the-flaming-horse-the-story-of-a-country-where-the-sun-never-shines/,czechoslovak,The Flaming Horse: The Story of a Country Where the Sun Never Shines
https://fairytalez.com/the-flute/,japanese,The Flute
https://fairytalez.com/kuratko-terrible-story-ungrateful-chick/,czechoslovak,Kuratko the Terrible: The Story of an Ungrateful Chick
https://fairytalez.com/dragon-child-and-sun-child/,armenian,Dragon-Child and Sun-Child
https://fairytalez.com/favorite-fortune-child-ill-luck/,chinese,Favorite of Fortune and the Child of Ill Luck
https://fairytalez.com/thor-loki-befooled-thrym-giant/,nordic,How Thor and Loki Befooled Thrym the Giant
https://fairytalez.com/pomegranate-apple-tree-bramble/,greek,"The Pomegranate, the Apple-Tree and the Bramble"
https://fairytalez.com/the-hare-and-the-tortoise/,greek,The Hare and the Tortoise
https://fairytalez.com/the-fox-and-the-stork/,greek,The Fox and the Stork
https://fairytalez.com/malachus-at-the-column/,italian,Malachus at the Column
https://fairytalez.com/the-rat-and-the-elephant/,greek,The Rat and the Elephant
https://fairytalez.com/shepherds-nosegay-story-princess-learned-say-please/,czechoslovak,The Shepherd's Nosegay: The Story of a Princess Who Learned to Say 'Please'
https://fairytalez.com/the-riddle/,german,The Riddle
http://www.albanianliterature.net/folktales/tale_08.html,albanian,The Maiden in the Box
https://fairytalez.com/the-lady-ursula/,north_american_native,The Lady Ursula
https://fairytalez.com/how-the-tales-came-to-be-told/,italian,How the Tales Came to Be Told
https://fairytalez.com/monkey-goat-earned-reputations/,brazilian,How the Monkey and the Goat Earned Their Reputations
https://fairytalez.com/the-hares-and-the-frog/,greek,The Hares and the Frogs
https://fairytalez.com/bee-harp-mouse-bum-clock/,irish,"The Bee, the Harp, the Mouse and the Bum-Clock"
https://fairytalez.com/the-story-of-the-lightning-and-the-thunder/,nigerian,The Story of the Lightning and the Thunder
https://fairytalez.com/prince-wicked-and-the-grateful-animals/,indian,Prince Wicked and the Grateful Animals
https://fairytalez.com/story-blixie-bimber-power-gold-buckskin-whincher/,north_american_native,The Story of Blixie Bimber and the Power of the Gold Buckskin Whincher
https://fairytalez.com/the-woman-and-the-farmer/,greek,The Woman and the Farmer
https://fairytalez.com/the-quarrel-of-the-monkey-and-the-crab/,japanese,The Quarrel of the Monkey and the Crab
https://fairytalez.com/fitchers-bird-2/,german,Fitcher's Bird
https://fairytalez.com/the-old-woman-and-her-pig/,english,The Old Woman and Her Pig
https://fairytalez.com/the-little-good-people/,irish,The Little Good People
https://fairytalez.com/of-the-fat-woman-who-melted-away/,nigerian,Of the Fat Woman who Melted Away
https://fairytalez.com/enchanted-cave/,irish,The Enchanted Cave
https://fairytalez.com/the-seven-doves/,italian,The Seven Doves
https://fairytalez.com/how-jason-lost-his-sandal-in-anauros/,greek,How Jason Lost His Sandal in Anauros
https://fairytalez.com/the-comb-and-the-collar/,english,The Comb and the Collar
https://fairytalez.com/boy-wanted-cheese/,dutch,The Boy Who Wanted More Cheese
https://fairytalez.com/the-seven-great-deeds-of-ma-ui-how-ma-ui-snared-the-sun-and-made-him-go-more-slowly-across-the-heavens/,hawaiian,The Seven Great Deeds of Ma-ui: How Ma-ui Snared the Sun and Made Him Go More Slowly Across the Heavens
https://fairytalez.com/where-the-frost-comes-from/,australian_ethnic,Where the Frost Comes From
https://fairytalez.com/the-dragon/,italian,The Dragon
https://fairytalez.com/king-otoole-goose/,celtic,King O'Toole and His Goose
https://fairytalez.com/birth-of-the-water-lily/,north_american_native,Birth of the Water-Lily
https://fairytalez.com/a-riddling-tale/,german,A Riddling Tale
https://fairytalez.com/sick-stag/,french,The Sick Stag
https://fairytalez.com/simpleton/,italian,The Simpleton
https://fairytalez.com/the-man-and-the-satyr/,greek,The Man and the Satyr
https://fairytalez.com/story-of-lyubim-tsarevich-and-the-winged-wolf/,russian,Story of Lyubim Tsarevich and the Winged Wolf
https://fairytalez.com/how-theseus-slew-the-minotaur/,greek,How Theseus Slew the Minotaur
https://fairytalez.com/simeli-mountain/,german,Simeli Mountain
https://fairytalez.com/the-oaks-and-jupiter/,greek,The Oaks and Jupiter
https://fairytalez.com/hans-married/,german,Hans Married
https://fairytalez.com/the-golden-mermaid/,german,The Golden Mermaid
https://fairytalez.com/the-prophet/,greek,The Prophet
https://fairytalez.com/the-happy-hunter-and-the-skillful-fisher/,japanese,The Happy Hunter and the Skillful Fisher
https://fairytalez.com/shooting-of-the-red-eagle/,north_american_native,Shooting of the Red Eagle
https://fairytalez.com/the-two-fellows-and-the-bear/,greek,The Two Fellows and the Bear
https://fairytalez.com/6272-2/,philippine,Mangita and Larina
https://fairytalez.com/great-flood/,chinese,The Great Flood
https://fairytalez.com/the-maiden-of-the-sea/,armenian,The Maiden of the Sea
https://fairytalez.com/the-alligators-fruit/,philippine,The Alligator's Fruit
https://fairytalez.com/the-cock-and-the-pearl/,greek,The Cock and the Pearl
https://fairytalez.com/the-galloping-hessian/,north_american_native,The Galloping Hessian
https://fairytalez.com/why-little-hare-has-such-a-short-tail/,south_african,Why Little Hare Has Such a Short Tail
https://fairytalez.com/the-three-deaf-men/,indian,The Three Deaf Men
https://fairytalez.com/dance-in-a-buffalo-skull/,north_american_native,Dance in a Buffalo Skull
https://fairytalez.com/the-adventures-of-thesus/,greek,The Adventures of Thesus
https://fairytalez.com/urashima/,japanese,Urashima
https://fairytalez.com/master-maid/,norwegian,The Master Maid
https://fairytalez.com/the-golden-cobwebs/,german,The Golden Cobwebs
https://fairytalez.com/bulanawan-and-aguio/,philippine,Bulanawan and Aguio
https://fairytalez.com/haddam-enchantments/,north_american_native,Haddam Enchantments
https://fairytalez.com/wolf-mother-child/,greek,"The Wolf, the Mother and Her Child"
https://fairytalez.com/the-twilight-of-the-gods-2/,nordic,The Twilight of the Gods
https://fairytalez.com/frost/,russian,Frost
https://fairytalez.com/the-snake-woman-and-king-ali-mardan/,indian,The Snake-Woman and King Ali Mardan
https://fairytalez.com/the-water-lily-the-gold-spinners/,estonian,"The Water-Lily, the Gold Spinners"
https://fairytalez.com/ou-wolf-lays-a-trap/,south_african,Ou' Wolf Lays a Trap
https://fairytalez.com/flower-elves/,chinese,The Flower-Elves
https://fairytalez.com/the-priest/,irish,The Priest
https://fairytalez.com/the-hunter-and-his-wife/,russian,The Hunter and His Wife
https://fairytalez.com/story-fair-circassians/,french,The Story of the Fair Circassians
https://fairytalez.com/hotho-conquers-shagodyoweg-gowa/,north_american_native,Hótho Conquers Shagodyoweg Gowa
https://fairytalez.com/fountain-giant-land/,brazilian,The Fountain of Giant Land
https://fairytalez.com/how-six-umbrellas-took-off-their-straw-hats-to-show-respect-to-the-one-big-umbrella/,north_american_native,How Six Umbrellas Took Off Their Straw Hats to Show Respect to the One Big Umbrella
https://fairytalez.com/pivi-and-kabo/,australian_ethnic,Pivi and Kabo
https://fairytalez.com/the-witch/,greek,The Witch
https://fairytalez.com/the-wild-cat-woman/,korean,The Wild-Cat Woman
https://fairytalez.com/two-skyscrapers-decided-child/,north_american_native,The Two Skyscrapers Who Decided to Have a Child
https://fairytalez.com/the-brewery-of-egg-shells/,celtic,The Brewery of Egg-Shells
https://fairytalez.com/eliza-wharton/,north_american_native,Eliza Wharton
https://fairytalez.com/the-legend-of-knocksheogowna/,irish,The Legend of Knocksheogowna
https://fairytalez.com/how-raja-rasalu-was-born/,indian,How Raja Rasâlu Was Born
https://fairytalez.com/the-slave-girl-who-tried-to-kill-her-mistress/,nigerian,The Slave Girl Who Tried to Kill Her Mistress
https://fairytalez.com/the-bright-sun-brings-it-to-light/,german,The Bright Sun Brings it to Light
https://fairytalez.com/the-home-of-thunder/,north_american_native,The Home of Thunder
https://fairytalez.com/the-young-piper/,irish,The Young Piper
https://fairytalez.com/the-animals-dam/,south_african,The Animals' Dam
https://fairytalez.com/the-wood-sprite/,russian,The Wood Sprite
https://fairytalez.com/husband-or-wife-which/,armenian,Husband or Wife!--Which?
https://fairytalez.com/the-wind-in-the-pine-tree/,japanese,The Wind in the Pine Tree
https://fairytalez.com/the-long-desired-child/,czechoslovak,The Long-Desired Child
https://fairytalez.com/the-hoodie-crow/,celtic,The Hoodie-Crow
https://fairytalez.com/three-feathers/,english,Three Feathers
https://fairytalez.com/how-six-pigeons-came-back-to-hatrack-the-horse-after-many-accidents-and-six-telegrams/,north_american_native,How Six Pigeons Came Back to Hatrack the Horse After Many Accidents and Six Telegrams
https://fairytalez.com/the-wee-bannock/,english,The Wee Bannock
https://fairytalez.com/quest-sought-truth/,croatian,How Quest Sought the Truth
https://fairytalez.com/how-raja-rasalu-killed-the-giants/,indian,How Raja Rasâlu Killed the Giants
https://fairytalez.com/the-haunted-ships/,scottish,The Haunted Ships
https://fairytalez.com/potato-face-blind-man-lost-diamond-rabbit-gold-accordion/,north_american_native,The Potato Face Blind Man Who Lost the Diamond Rabbit on His Gold Accordion
https://fairytalez.com/when-ou-wolf-built-his-house/,south_african,When Ou' Wolf Built His House
https://fairytalez.com/the-lame-dog/,swedish,The Lame Dog
https://fairytalez.com/eisenkopf/,hungarian,Eisenkopf
https://fairytalez.com/prince-bayaya-the-story-of-a-magic-horse/,czechoslovak,Prince Bayaya: The Story of a Magic Horse
https://fairytalez.com/horaizan/,japanese,Horaizan
https://fairytalez.com/the-three-monkeys/,belgian,The Three Monkeys
https://fairytalez.com/the-three-sisters/,italian,The Three Sisters
https://fairytalez.com/the-story-of-the-hero-makoma/,zimbabwe,The Story of the Hero Makoma
https://fairytalez.com/zoolvisia/,armenian,Zoolvisia
https://fairytalez.com/the-moon/,german,The Moon
https://fairytalez.com/foreboding-in-asgard/,nordic,Foreboding in Asgard
https://fairytalez.com/the-hare-and-the-hedgehog/,german,The Hare and the Hedgehog
https://fairytalez.com/princess-springs/,brazilian,The Princess of the Springs
https://fairytalez.com/fairy-ointment/,english,Fairy Ointment
https://fairytalez.com/avaricious-and-envious/,greek,Avaricious and Envious
https://fairytalez.com/general-moulton-and-the-devil/,north_american_native,General Moulton and the Devil
https://fairytalez.com/blue-silver/,north_american_native,Blue Silver
https://fairytalez.com/morning-evening-star/,chinese,The Morning and the Evening Star
https://fairytalez.com/christmas-tree-pohutukawa/,new_zealand_native,Christmas Tree (Pohutukawa)
https://fairytalez.com/sweetheart-roland/,german,Sweetheart Roland
https://fairytalez.com/ape/,french,The Ape
https://fairytalez.com/shepherd-sea/,french,The Shepherd and the Sea
https://fairytalez.com/the-three-snake-leaves/,german,The Three-Snake Leaves
https://fairytalez.com/the-serpent-wife/,ukrainian,The Serpent Wife
https://fairytalez.com/the-badger-and-the-bear/,north_american_native,The Badger and the Bear
https://fairytalez.com/the-three-treasures-of-giants/,slavic,The Three Treasures of Giants
https://fairytalez.com/the-legend-of-rubezahl-or-number-nip/,german,"The Legend of Rubezahl, or Number-Nip"
https://fairytalez.com/the-princess-who-was-hidden-underground/,german,The Princess Who Was Hidden Underground
https://fairytalez.com/henry-hagglyhoagly-played-guitar-mittens/,north_american_native,How Henry Hagglyhoagly Played the Guitar with His Mittens On
https://fairytalez.com/the-hare-with-many-friends/,greek,The Hare with Many Friends
https://fairytalez.com/the-man-and-the-lion/,greek,The Man and the Lion
https://fairytalez.com/the-creation-2/,turkish,The Creation
https://fairytalez.com/the-wise-men-of-gotham/,english,The Wise Men of Gotham
https://fairytalez.com/the-horse-and-the-stag/,greek,The Horse and the Stag
https://fairytalez.com/the-jackal-and-the-crocodile/,indian,The Jackal and the Crocodile
https://fairytalez.com/the-frog-tsarevna/,russian,The Frog-Tsarevna
https://fairytalez.com/mistakes-of-old-man/,north_american_native,Mistakes of Old Man
https://fairytalez.com/the-swollen-fox/,greek,The Swollen Fox
https://fairytalez.com/the-fox-and-the-geese/,german,The Fox and the Geese
https://fairytalez.com/the-meal-of-frothi/,scandinavian,The Meal of Frothi
https://fairytalez.com/the-labourer-and-the-nightingale/,greek,The Labourer and the Nightingale
https://fairytalez.com/the-gold-children/,german,The Gold-Children
https://fairytalez.com/master-pfreim/,german,Master Pfreim
https://fairytalez.com/the-magc-kettle/,japanese,The Magic Kettle
https://fairytalez.com/tale-youth-set-learn-fear/,german,The Tale of a Youth Who Set Out to Learn What Fear Was
https://fairytalez.com/the-arch-rogue/,german,The Arch Rogue
https://fairytalez.com/momotaro-or-the-story-of-the-son-of-a-peach/,japanese,"Momotaro, or the Story of the Son of a Peach"
https://fairytalez.com/the-owl-tree/,north_american_native,The Owl Tree
https://fairytalez.com/spirit-treasures/,russian,Spirit Treasures
https://fairytalez.com/the-girl-in-the-chest-the-story-of-the-third-sister-who-was-brave-and-good/,slavic,The Girl in the Chest - The Story of the Third Sister Who was Brave and Good
https://fairytalez.com/the-wonderful-artisan/,greek,The Wonderful Artisan
https://fairytalez.com/phantom-vessel/,chinese,The Phantom Vessel
https://fairytalez.com/the-story-of-unlucky-daniel/,ukrainian,The Story of Unlucky Daniel
https://fairytalez.com/lord-st-peter-apostles/,italian,"The Lord, St. Peter and the Apostles"
https://fairytalez.com/the-enchanted-canary/,slavic,The Enchanted Canary
https://fairytalez.com/beppo-pipetta/,italian,Beppo Pipetta
https://fairytalez.com/when-the-lilies-return/,philippine,When the Lilies Return
https://fairytalez.com/old-hags-long-leather-bag/,irish,The Old Hag's Long Leather Bag
https://fairytalez.com/lion-beaten-man/,french,The Lion Beaten by the Man
https://fairytalez.com/the-turnip/,german,The Turnip
https://fairytalez.com/what-was-the-end-of-the-heroes/,greek,What Was the End of the Heroes
https://fairytalez.com/the-thirsty-pigeon/,greek,The Thirsty Pigeon
https://fairytalez.com/pepper-corn/,italian,Pepper-Corn
https://fairytalez.com/mr-mighty-of-his-mouth/,indian,Mr. Mighty-of-his-Mouth
https://fairytalez.com/coinnach-oer/,scottish,Coinnach Oer
https://fairytalez.com/the-mother-of-the-sea-or-the-story-of-yianko/,greek,"The Mother of the Sea, or the Story of Yianko"
https://fairytalez.com/story-fisherman/,arabic,The Story of the Fisherman
https://fairytalez.com/pah-tay-and-the-wind-witch/,north_american_native,Pah-Tay and the Wind-Witch
https://fairytalez.com/why-dogs-wag-their-tails/,philippine,Why Dogs Wag Their Tails
https://fairytalez.com/the-cellar-of-the-old-knights-in-the-kyffhauser/,german,The Cellar of the Old Knights in the Kyffhauser
https://fairytalez.com/the-page-boy-and-the-silver-goblet/,scottish,The Page-Boy and the Silver Goblet
https://fairytalez.com/how-the-centaur-trained-the-heroes-on-pelion/,greek,How the Centaur Trained the Heroes on Pelion
https://fairytalez.com/the-dog-in-the-manger/,greek,The Dog in the Manger
https://fairytalez.com/the-fish-prince/,indian,The Fish Prince
https://fairytalez.com/the-white-cat-of-ecija/,portuguese,The White Cat of Ecija
https://fairytalez.com/lawkamercyme/,english,Lawkamercyme
https://fairytalez.com/the-ogre/,italian,The Ogre
https://fairytalez.com/parricide-of-the-wissahickon/,north_american_native,Parricide of the Wissahickon
https://fairytalez.com/the-little-soldier/,french,The Little Soldier
https://fairytalez.com/the-fiddler-and-the-bogle-of-bogandoran/,scottish,The Fiddler and the Bogle of Bogandoran
https://fairytalez.com/two-scholars/,chinese,The Two Scholars
https://fairytalez.com/the-bunyip/,australian_ethnic,The Bunyip
https://fairytalez.com/the-envious-neighbor/,japanese,The Envious Neighbor
https://fairytalez.com/salt/,russian,Salt
https://fairytalez.com/the-seven-brothers-simeon/,russian,The Seven Brothers Simeon
https://fairytalez.com/the-three-brother-beasts/,italian,The Three Brother Beasts
https://fairytalez.com/the-silent-cavalier/,portuguese,The Silent Cavalier
https://fairytalez.com/the-little-glass-shoe/,scandinavian,The Little Glass Shoe
https://fairytalez.com/the-crumb-in-the-beard/,italian,The Crumb in the Beard
https://fairytalez.com/habogi/,icelandic,Habogi
https://fairytalez.com/lion-hunter/,french,The Lion and the Hunter
https://fairytalez.com/the-ghosts-of-craig-aulnaic/,scottish,The Ghosts of Craig-Aulnaic
https://fairytalez.com/the-grain-of-corn/,indian,The Grain of Corn
https://fairytalez.com/mr-vinegar/,english,Mr. Vinegar
https://fairytalez.com/bridegroom-miss-mole/,korean,A Bridegroom for Miss Mole
https://fairytalez.com/old-rinkrank/,german,Old Rinkrank
https://fairytalez.com/the-golden-lads/,german,The Golden Lads
https://fairytalez.com/the-son-of-seven-queens/,indian,The Son of Seven Queens
https://fairytalez.com/smolicheck-story-little-boy-opened-door/,czechoslovak,Smolicheck: The Story of a Little Boy Who Opened the Door
https://fairytalez.com/baldurs-doom/,nordic,Baldur's Doom
https://fairytalez.com/the-lambton-worm/,english,The Lambton Worm
https://fairytalez.com/how-bozo-the-button-buster-busted-all-his-buttons-when-a-mouse-came/,north_american_native,How Bozo the Button Buster Busted All His Buttons When a Mouse Came
https://fairytalez.com/kinkach-martinko/,slavic,Kinkach Martinko
